A1-021xu010k,1.7698731263275027,1.3580888135590037,1.8878182854303724
A1-022xu010k,2.0614113264978924,1.4324892415025472,2.319241151227318
A1-023xu010k,1.4303220282350513,0.7698159022612018,0.8647898561137344
A1-024xu010k,1.2272549278371803,1.1776377273982208,1.135105888073138
A1-025xu010k,1.9540493679775621,1.4441465580371848,2.216341520861656
A1-026xu010k,1.6778343500771775,1.373037844617153,1.8093453578162084
A1-027xu010k,1.7103513301686581,1.3821120665916529,1.8566005284016553
A1-028xu010k,1.7915896837347247,1.269049123906374,1.7856932954561726
A1-029xu010k,1.9568024313211445,1.5659070913913273,2.4065941215287396
A1-030xu010k,1.8474395426127639,1.5048924690852576,2.183562289016518
A1-031xu010k,1.7017418165806266,1.430745677567388,1.9122558347139955
A1-032xu010k,1.5906173525911231,1.226196544272459,1.531848039963865
A1-033xu010k,1.6198432595982046,1.2175073164663825,1.548939497084019
A1-034xu010k,1.3525651573294146,1.038932628290777,1.1036604067548554
A1-035xu010k,1.2571920729791892,1.0324589887353823,1.0194462320004523
A1-036xu010k,1.3007886180913328,1.0926704135615277,1.1163125141401622
A1-037xu010k,1.8547025004270505,1.1569926625445681,1.6853679993449382
A1-038xu010k,1.5960867749148995,1.3549690906340177,1.698539960466952
A1-039xu010k,1.900876179140466,1.3509447576869749,2.0168857618665985
A1-040xu010k,1.365979423636067,1.0334810926020532,1.1087575099664106
