A1-001xu010k,2.0785342421194146,1.6633613468771205,2.7153991020763524
A1-002xu010k,1.6823443101215483,1.4279506180967474,1.8867656187895867
A1-003xu010k,1.7340467557824502,1.3160491205722675,1.7923498507528435
A1-004xu010k,1.5049855528800642,1.1201905984800493,1.324079725732374
A1-005xu010k,1.7618205779653675,1.4716674673996066,2.036391375611976
A1-006xu010k,1.9166307020379072,1.465867064411933,2.206596419641112
A1-007xu010k,1.8294100030562073,1.4648550585342945,2.1047260966651287
A1-008xu010k,1.6965300222659623,1.4307321682080099,1.9063813146735433
A1-009xu010k,1.7072554130439255,1.419499650218104,1.9033719708673524
A1-010xu010k,1.8602023800719472,1.5798273032927148,2.3081269521039203
A1-011xu010k,2.249671106336053,1.6377507958480348,2.8937214996448803
A1-012xu010k,1.8683160964546637,1.1724513440555464,1.7204223097425977
A1-013xu010k,1.8390808935848677,1.4878465055793708,2.1490614961752414
A1-014xu010k,2.24350757088252,1.4829434678022553,2.613015681897598
A1-015xu010k,1.6073216375062602,1.3791153419623547,1.7409779164642691
A1-016xu010k,1.498301666671713,0.9507078513808869,1.118758181939876
A1-017xu010k,2.048643960391578,1.166100736804435,1.8762574894416097
A1-018xu010k,1.7420996467078285,1.3677052366817475,1.8713515610444875
A1-019xu010k,1.8383461199814153,1.4478814562823197,2.090499991424069
A1-020xu010k,1.4469840113527819,1.3594984945683983,1.5450137354222897
