A1-151xu010k,1.8192737771241716,1.1884110958360952,1.6980662845715495
A1-152xu010k,1.8514443970613936,1.2402018617824746,1.803403607527663
A1-153xu010k,1.8670695680565088,1.607216585604586,2.35681116618333
A1-154xu010k,1.6563576337829744,1.3707105462932534,1.7831576834443263
A1-155xu010k,1.4687061194211404,1.241522055322908,1.432119389936436
A1-156xu010k,1.6926768479764351,1.497138023965859,1.990333148126744
A1-157xu010k,1.8086150053704506,1.278674385365963,1.8163351035698097
A1-158xu010k,1.7971829201221146,1.0910325841490351,1.5399970364077782
A1-159xu010k,1.5094453254452667,1.1863302070998734,1.4064129510789656
A1-160xu010k,1.8025113736177125,1.3172905786936804,1.8648739432207198
A1-161xu010k,1.602098434272072,1.3088556468619734,1.6469136473151968
A1-162xu010k,1.832363560214227,1.4370745047553042,2.068144181285422
A1-163xu010k,1.6572833063727348,1.242712587892428,1.6175485870270925
A1-164xu010k,1.7498393538880828,1.5640762343282169,2.1495422119314327
A1-165xu010k,1.7055917620909224,0.8047444821040018,1.0780104693890957
